id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
82319,CA,5.7,75000,1710.0,157.0,125.0,406
82320,MO,4.6,55000,1310.0,94.0,74.0,820
82321,MI,5.7,57000,1370.0,93.0,78.0,436
82322,TX,4.2,61000,1220.0,110.0,88.0,139
82323,IL,5.2,65000,1770.0,101.0,84.0,782
82324,VA,3.7,74000,1580.0,127.0,114.0,362
82325,CA,5.9,75000,1650.0,163.0,127.0,114
82326,IL,5.5,65000,1520.0,97.0,81.0,890
82327,NY,4.7,72000,1570.0,137.0,106.0,133
82328,OH,4.5,56000,1250.0,90.0,84.0,941
82329,MA,4.8,81000,1910.0,148.0,119.0,404
82330,AZ,4.4,58000,1710.0,122.0,96.0,647
82331,CA,5.5,75000,1780.0,165.0,118.0,484
82332,WI,4.7,60000,1610.0,102.0,93.0,857
82333,OH,4.7,56000,1280.0,91.0,70.0,251
82334,MA,4.4,81000,1810.0,150.0,116.0,115
82335,CA,5.1,75000,1600.0,155.0,133.0,426
82336,CA,5.6,75000,1900.0,164.0,130.0,714
82337,MI,4.8,57000,1330.0,102.0,79.0,874
82338,MO,4.3,55000,1340.0,92.0,80.0,232
82339,CA,5.3,75000,1870.0,156.0,127.0,925
82340,MI,5.5,57000,1770.0,92.0,81.0,473
82341,FL,4.5,55000,1250.0,111.0,93.0,541
82342,CA,5.4,75000,2080.0,160.0,125.0,456
82343,MI,5.4,57000,1300.0,93.0,84.0,620
82344,FL,4.3,55000,1250.0,125.0,99.0,412
82345,NC,3.9,54000,1420.0,108.0,87.0,800
82346,FL,3.9,55000,1360.0,112.0,86.0,730
82347,AZ,4.8,58000,1310.0,114.0,85.0,857
82348,TX,4.0,61000,1490.0,112.0,92.0,780
82349,NY,4.6,72000,1470.0,143.0,118.0,779
82350,WI,4.2,60000,1370.0,108.0,95.0,344
82351,VA,4.5,74000,1920.0,125.0,107.0,443
82352,TX,4.0,61000,1180.0,112.0,93.0,399
82353,GA,4.4,58000,1130.0,112.0,92.0,572
82354,MA,3.9,81000,1920.0,147.0,124.0,638
82355,MI,5.8,57000,1550.0,95.0,80.0,221
82356,AZ,4.7,58000,1400.0,119.0,96.0,638
82357,CA,5.2,75000,1920.0,156.0,116.0,671
82358,MI,5.4,57000,1210.0,87.0,71.0,623
82359,GA,4.3,58000,1400.0,111.0,98.0,469
82360,VA,4.0,74000,1830.0,127.0,102.0,567
82361,CA,5.6,75000,2000.0,163.0,127.0,603
82362,MO,4.1,55000,1220.0,103.0,82.0,333
82363,MO,4.0,55000,1280.0,85.0,73.0,932
82364,MI,5.7,57000,1330.0,101.0,82.0,152
82365,FL,4.5,55000,1230.0,105.0,81.0,218
82366,GA,4.0,58000,1320.0,104.0,70.0,847
82367,GA,4.1,58000,1370.0,107.0,87.0,436
82368,WA,5.3,78000,2060.0,152.0,116.0,669
82369,IN,4.2,55000,1410.0,100.0,80.0,179
82370,MD,4.7,84000,1790.0,127.0,111.0,509
82371,TX,4.3,61000,1420.0,103.0,89.0,687
82372,AZ,4.7,58000,1300.0,118.0,95.0,767
82373,CA,5.6,75000,2020.0,158.0,131.0,614
82374,PA,3.8,61000,1490.0,96.0,82.0,159
82375,TX,4.2,61000,1430.0,93.0,80.0,188
82376,IL,5.0,65000,1470.0,99.0,87.0,850
82377,MD,3.9,84000,2320.0,132.0,111.0,439
82378,NJ,4.8,82000,1990.0,135.0,116.0,700
82379,OH,4.6,56000,1270.0,96.0,84.0,519
82380,IL,5.2,65000,1620.0,100.0,82.0,458
82381,TX,4.3,61000,1520.0,105.0,86.0,208
82382,MD,4.3,84000,1890.0,124.0,107.0,146
82383,CA,5.5,75000,1820.0,157.0,128.0,623
82384,NC,4.1,54000,1240.0,109.0,99.0,303
82385,VA,3.8,74000,1760.0,126.0,105.0,327
82386,MD,4.1,84000,1830.0,134.0,115.0,622
82387,IL,5.4,65000,1590.0,107.0,88.0,427
82388,GA,4.0,58000,1400.0,99.0,89.0,569
82389,CA,5.4,75000,1850.0,161.0,132.0,717
82390,GA,3.7,58000,1380.0,108.0,83.0,551
82391,NY,4.5,72000,1600.0,142.0,120.0,511
82392,TX,4.1,61000,1510.0,106.0,85.0,430
82393,GA,4.0,58000,1380.0,98.0,86.0,129
82394,GA,4.1,58000,1450.0,95.0,74.0,236
82395,NY,5.1,72000,2100.0,152.0,122.0,261
82396,MA,3.9,81000,1780.0,139.0,120.0,276
82397,TX,4.6,61000,1460.0,106.0,87.0,921
82398,IL,5.4,65000,1670.0,91.0,86.0,606
82399,TX,4.4,61000,1380.0,100.0,74.0,557
82400,GA,4.3,58000,1290.0,106.0,83.0,771
82401,OH,4.7,56000,1330.0,86.0,74.0,927
82402,MI,5.8,57000,1530.0,102.0,93.0,429
82403,WI,4.1,60000,1250.0,100.0,90.0,485
82404,NY,5.0,72000,1780.0,138.0,109.0,918
82405,PA,5.0,61000,1450.0,94.0,83.0,980
82406,IN,4.7,55000,1270.0,90.0,77.0,806
82407,NJ,5.4,82000,2250.0,131.0,113.0,554
82408,CA,5.6,75000,1700.0,161.0,133.0,412
82409,WA,4.8,78000,1770.0,154.0,132.0,635
82410,VA,4.0,74000,1730.0,118.0,92.0,432
82411,CA,5.4,75000,1680.0,170.0,133.0,925
82412,WA,4.4,78000,1720.0,152.0,122.0,130
82413,WA,4.6,78000,1930.0,151.0,117.0,845
82414,NJ,4.8,82000,1770.0,123.0,102.0,490
82415,MI,5.4,57000,1280.0,99.0,81.0,164
82416,TN,4.0,53000,1580.0,99.0,81.0,566
82417,IL,5.4,65000,1720.0,95.0,89.0,499
82418,WA,4.8,78000,1910.0,152.0,122.0,942
82419,NY,5.4,72000,1530.0,135.0,110.0,412
82420,MD,4.4,84000,1850.0,136.0,111.0,833
82421,MO,4.6,55000,1340.0,89.0,73.0,397
82422,FL,4.5,55000,1300.0,117.0,82.0,118
82423,TX,4.1,61000,1460.0,97.0,77.0,347
82424,VA,3.9,74000,1680.0,119.0,93.0,102
82425,FL,4.3,55000,1150.0,113.0,87.0,162
82426,IL,4.7,65000,1590.0,99.0,89.0,520
82427,NC,4.3,54000,1240.0,110.0,91.0,138
82428,IN,4.4,55000,1290.0,105.0,86.0,755
82429,OH,5.2,56000,1310.0,84.0,74.0,114
82430,GA,4.2,58000,1200.0,117.0,90.0,582
82431,NY,4.9,72000,1850.0,145.0,108.0,279
82432,MA,4.2,81000,1790.0,147.0,108.0,539
82433,MD,4.8,84000,1740.0,130.0,109.0,141
82434,VA,3.2,74000,1980.0,129.0,104.0,278
82435,NY,4.9,72000,1730.0,144.0,116.0,629
82436,MI,5.5,57000,1500.0,93.0,81.0,338
82437,PA,4.4,61000,1540.0,99.0,84.0,541
82438,AZ,4.9,58000,1360.0,109.0,89.0,555
82439,MI,5.5,57000,1460.0,96.0,80.0,967
82440,MD,5.0,84000,2420.0,129.0,122.0,801
82441,CA,5.7,75000,1630.0,162.0,116.0,760
82442,CA,5.8,75000,2010.0,168.0,126.0,759
82443,NC,4.8,54000,1350.0,117.0,91.0,642
82444,IL,5.3,65000,1520.0,106.0,83.0,994
82445,IL,5.4,65000,1480.0,93.0,80.0,267
82446,FL,4.7,55000,1360.0,114.0,87.0,159
82447,PA,4.2,61000,1380.0,86.0,82.0,332
82448,WI,4.4,60000,1520.0,107.0,89.0,397
82449,CA,5.3,75000,1980.0,160.0,125.0,582
82450,TX,4.2,61000,1450.0,100.0,86.0,344
82451,AZ,4.3,58000,1590.0,111.0,93.0,995
82452,GA,4.5,58000,1270.0,110.0,87.0,375
82453,MI,5.8,57000,1450.0,104.0,88.0,649
82454,VA,3.2,74000,1660.0,127.0,107.0,266
82455,TN,4.2,53000,1310.0,106.0,89.0,897
82456,MI,5.8,57000,1420.0,93.0,80.0,695
82457,TX,5.1,61000,1330.0,106.0,83.0,469
82458,TX,4.2,61000,1520.0,106.0,89.0,162
82459,AZ,4.4,58000,1460.0,116.0,94.0,197
82460,MI,5.5,57000,1330.0,95.0,78.0,609
82461,NC,4.4,54000,1410.0,112.0,98.0,458
82462,WA,5.2,78000,1700.0,158.0,133.0,981
82463,MI,5.3,57000,1290.0,95.0,83.0,203
82464,CA,5.1,75000,2240.0,156.0,126.0,775
82465,CA,5.7,75000,2210.0,163.0,129.0,899
82466,OH,5.3,56000,1270.0,94.0,81.0,406
82467,CA,5.4,75000,1670.0,166.0,130.0,829
82468,NY,5.0,72000,1670.0,141.0,113.0,673
82469,IN,4.4,55000,1220.0,97.0,78.0,277
82470,TN,4.4,53000,1380.0,98.0,74.0,722
82471,VA,3.6,74000,1790.0,118.0,100.0,520
82472,VA,3.6,74000,1670.0,115.0,100.0,800
82473,CA,5.9,75000,1410.0,151.0,115.0,233
82474,NC,4.8,54000,1290.0,108.0,88.0,754
82475,MI,5.8,57000,1380.0,93.0,79.0,334
82476,AZ,4.1,58000,1410.0,116.0,99.0,721
82477,FL,4.7,55000,1350.0,109.0,82.0,543
82478,CA,5.0,75000,1620.0,166.0,127.0,346
82479,MO,4.4,55000,1400.0,85.0,70.0,820
82480,CA,5.3,75000,1730.0,159.0,132.0,270
82481,IL,5.2,65000,1700.0,99.0,90.0,482
82482,NY,4.7,72000,1580.0,147.0,121.0,859
82483,CA,5.6,75000,1900.0,162.0,129.0,629
82484,OH,4.7,56000,1340.0,90.0,78.0,464
82485,MD,4.2,84000,1870.0,123.0,111.0,586
82486,MI,5.5,57000,1300.0,99.0,81.0,901
82487,IL,5.6,65000,1540.0,91.0,77.0,605
82488,AZ,4.5,58000,1400.0,120.0,103.0,777
82489,NY,4.6,72000,2020.0,136.0,108.0,386
82490,FL,4.7,55000,1290.0,118.0,94.0,951
82491,FL,5.1,55000,1310.0,116.0,97.0,351
82492,CA,5.5,75000,1760.0,155.0,128.0,753
82493,TX,4.1,61000,1390.0,101.0,88.0,258
82494,CA,6.0,75000,1530.0,155.0,131.0,126
82495,GA,4.0,58000,1310.0,104.0,96.0,484
82496,CA,5.6,75000,1640.0,165.0,124.0,201
82497,NY,5.2,72000,1560.0,139.0,111.0,951
82498,NY,4.5,72000,1600.0,146.0,126.0,186
82499,NY,4.9,72000,1810.0,130.0,108.0,116
82500,IL,5.1,65000,1510.0,102.0,80.0,641
82501,WI,4.5,60000,1540.0,90.0,78.0,377
82502,MD,4.1,84000,2000.0,133.0,114.0,223
82503,TN,4.2,53000,1280.0,111.0,92.0,709
82504,MA,3.8,81000,1750.0,156.0,117.0,699
82505,PA,4.7,61000,1420.0,98.0,93.0,847
82506,FL,5.1,55000,1540.0,117.0,91.0,776
82507,MA,4.5,81000,2040.0,146.0,127.0,120
82508,TX,3.6,61000,1490.0,109.0,99.0,950
82509,CA,6.3,75000,2080.0,162.0,125.0,483
82510,CA,6.0,75000,1760.0,159.0,124.0,299
82511,CA,5.4,75000,1610.0,150.0,109.0,815
82512,NJ,5.0,82000,1870.0,133.0,110.0,764
82513,CA,5.4,75000,1790.0,158.0,123.0,464
82514,TX,3.8,61000,1730.0,100.0,77.0,556
82515,IL,5.7,65000,1710.0,100.0,80.0,732
82516,TN,3.8,53000,1230.0,104.0,91.0,867
82517,WI,4.3,60000,1590.0,99.0,76.0,709
82518,MI,5.3,57000,1430.0,89.0,76.0,168
82519,PA,4.5,61000,1300.0,98.0,82.0,142
82520,WA,5.0,78000,2070.0,160.0,124.0,759
82521,NJ,5.3,82000,2260.0,132.0,111.0,615
82522,IN,4.3,55000,1330.0,89.0,83.0,807
82523,MD,4.5,84000,1890.0,121.0,100.0,487
82524,NY,5.0,72000,1480.0,143.0,122.0,772
82525,TX,4.5,61000,1430.0,116.0,97.0,188
82526,FL,5.0,55000,1280.0,120.0,94.0,323
82527,TX,4.6,61000,1520.0,114.0,101.0,805
82528,TX,4.4,61000,1430.0,102.0,88.0,610
82529,CA,5.7,75000,1950.0,159.0,121.0,429
82530,NY,4.9,72000,1630.0,136.0,115.0,151
82531,TX,4.1,61000,1570.0,99.0,80.0,126
82532,CA,5.1,75000,1650.0,160.0,125.0,767
82533,TX,4.2,61000,1380.0,107.0,90.0,832
82534,IL,5.1,65000,1530.0,103.0,85.0,315
82535,TX,4.4,61000,1630.0,102.0,79.0,330
82536,VA,4.1,74000,1690.0,129.0,105.0,292
82537,MI,5.4,57000,1310.0,96.0,81.0,177
82538,VA,3.7,74000,1690.0,124.0,96.0,468
82539,IL,5.0,65000,1460.0,102.0,90.0,222
82540,TX,4.5,61000,1480.0,111.0,98.0,731
82541,TN,4.4,53000,1240.0,101.0,80.0,681
82542,FL,5.1,55000,1450.0,109.0,96.0,697
82543,TX,4.7,61000,1470.0,99.0,93.0,657
82544,FL,5.0,55000,1390.0,120.0,100.0,527
82545,CA,5.3,75000,1870.0,163.0,127.0,165
82546,WA,4.6,78000,1710.0,153.0,119.0,370
82547,FL,4.5,55000,1650.0,125.0,100.0,824
82548,WI,4.1,60000,1640.0,101.0,90.0,125
82549,FL,4.7,55000,1360.0,117.0,94.0,792
82550,VA,3.7,74000,1830.0,121.0,98.0,480
82551,CA,6.0,75000,1720.0,164.0,128.0,906
82552,VA,3.5,74000,1860.0,126.0,105.0,165
82553,IL,4.9,65000,1350.0,101.0,84.0,114
82554,CA,5.8,75000,1870.0,163.0,124.0,803
82555,MO,3.7,55000,1320.0,84.0,59.0,367
82556,MO,3.9,55000,1210.0,93.0,84.0,103
82557,MA,5.0,81000,1940.0,137.0,118.0,526
82558,IL,5.3,65000,1630.0,95.0,81.0,472
82559,WI,4.1,60000,1400.0,102.0,86.0,135
82560,AZ,4.9,58000,1670.0,122.0,93.0,356
82561,TX,4.1,61000,1360.0,110.0,90.0,490
82562,GA,4.1,58000,1410.0,108.0,94.0,108
82563,NC,3.8,54000,1330.0,112.0,89.0,258
82564,NY,5.4,72000,1710.0,137.0,111.0,137
82565,PA,3.9,61000,1530.0,94.0,70.0,546
82566,MI,5.4,57000,1510.0,100.0,88.0,894
82567,MA,4.4,81000,2250.0,147.0,122.0,256
82568,MD,4.1,84000,2060.0,122.0,104.0,868
82569,TN,3.8,53000,1010.0,104.0,82.0,682
82570,WI,5.3,60000,1320.0,98.0,85.0,789
82571,NY,4.9,72000,1720.0,132.0,107.0,430
82572,NY,5.2,72000,1480.0,146.0,116.0,174
82573,IL,5.4,65000,1310.0,92.0,82.0,168
82574,TX,3.8,61000,1580.0,100.0,92.0,149
82575,TX,4.5,61000,1300.0,109.0,82.0,681
82576,CA,5.6,75000,1820.0,160.0,125.0,575
82577,CA,5.0,75000,1500.0,159.0,128.0,442
82578,CA,5.7,75000,1770.0,159.0,131.0,630
82579,VA,4.2,74000,1890.0,115.0,95.0,304
82580,CA,5.5,75000,2010.0,154.0,124.0,593
82581,NY,5.1,72000,2070.0,144.0,117.0,398
82582,FL,4.8,55000,1410.0,117.0,98.0,726
82583,MD,4.9,84000,1700.0,126.0,113.0,481
82584,GA,3.8,58000,1470.0,100.0,90.0,153
82585,FL,4.6,55000,1310.0,114.0,94.0,560
82586,IL,5.1,65000,1440.0,100.0,83.0,557
82587,TX,3.8,61000,1680.0,110.0,94.0,231
82588,IN,4.2,55000,1430.0,92.0,79.0,380
82589,PA,4.3,61000,1430.0,97.0,90.0,823
82590,NC,4.0,54000,1280.0,116.0,94.0,986
82591,GA,4.3,58000,1540.0,105.0,86.0,731
82592,WI,4.2,60000,1400.0,98.0,83.0,829
82593,NC,3.9,54000,1310.0,101.0,85.0,868
82594,TX,4.1,61000,1390.0,101.0,92.0,776
82595,MD,4.3,84000,2200.0,136.0,113.0,838
82596,GA,3.9,58000,1480.0,112.0,95.0,812
82597,GA,4.0,58000,1800.0,111.0,89.0,172
82598,NJ,4.8,82000,1850.0,130.0,113.0,465
82599,VA,3.4,74000,1850.0,133.0,114.0,305
82600,IN,4.7,55000,1230.0,95.0,83.0,537
82601,TN,4.3,53000,1190.0,96.0,83.0,980
82602,FL,4.5,55000,1480.0,118.0,86.0,684
82603,MD,4.1,84000,1960.0,138.0,109.0,723
82604,OH,5.0,56000,1370.0,91.0,76.0,481
82605,FL,4.2,55000,1280.0,111.0,96.0,817
82606,MD,4.3,84000,1810.0,134.0,114.0,995
82607,IL,4.7,65000,1550.0,109.0,93.0,251
82608,IN,4.4,55000,1370.0,100.0,74.0,436
82609,FL,4.4,55000,1280.0,116.0,88.0,848
82610,MD,4.6,84000,1720.0,134.0,114.0,507
82611,WA,4.6,78000,2150.0,157.0,126.0,723
82612,NJ,5.6,82000,1930.0,129.0,104.0,267
82613,AZ,4.1,58000,1370.0,115.0,90.0,636
82614,GA,4.9,58000,1350.0,116.0,89.0,296
82615,NC,4.0,54000,1170.0,113.0,95.0,660
82616,CA,6.1,75000,2120.0,156.0,131.0,816
82617,OH,5.1,56000,1370.0,89.0,80.0,672
82618,CA,5.4,75000,1840.0,160.0,132.0,866
82619,PA,4.4,61000,1240.0,95.0,82.0,459
82620,PA,4.4,61000,1440.0,110.0,82.0,192
82621,NY,5.0,72000,1880.0,137.0,125.0,263
82622,MO,4.0,55000,1380.0,89.0,76.0,766
82623,IN,4.0,55000,1370.0,91.0,77.0,264
82624,AZ,4.1,58000,1470.0,125.0,102.0,142
82625,WA,4.8,78000,1920.0,161.0,122.0,502
82626,MI,5.4,57000,1350.0,100.0,83.0,725
82627,OH,4.9,56000,1160.0,86.0,74.0,518
82628,MI,5.5,57000,1260.0,100.0,84.0,472
82629,NC,4.5,54000,1260.0,109.0,88.0,779
82630,VA,4.5,74000,1620.0,130.0,101.0,371
82631,NY,5.0,72000,1710.0,137.0,116.0,625
82632,MI,5.1,57000,1250.0,91.0,82.0,572
82633,WI,4.5,60000,1340.0,111.0,98.0,661
82634,NJ,5.2,82000,2090.0,138.0,111.0,153
82635,VA,4.1,74000,1650.0,121.0,97.0,321
82636,IL,5.6,65000,1380.0,98.0,82.0,687
82637,WI,4.1,60000,1380.0,97.0,80.0,655
82638,WA,4.6,78000,1650.0,156.0,119.0,652
82639,MD,4.8,84000,1850.0,131.0,109.0,906
82640,FL,4.6,55000,1400.0,104.0,86.0,308
82641,TX,4.4,61000,1560.0,104.0,82.0,248
82642,TN,4.3,53000,1390.0,104.0,89.0,958
82643,CA,5.2,75000,1660.0,167.0,126.0,173
82644,PA,4.4,61000,1460.0,94.0,78.0,754
82645,MD,4.2,84000,2200.0,129.0,107.0,364
82646,MA,4.2,81000,1810.0,144.0,123.0,294
82647,MI,5.2,57000,1310.0,92.0,85.0,395
82648,CA,5.8,75000,1750.0,163.0,124.0,251
82649,NY,5.1,72000,1800.0,140.0,112.0,148
82650,GA,4.4,58000,1330.0,110.0,88.0,657
82651,IL,4.9,65000,1450.0,92.0,81.0,422
82652,MI,5.6,57000,1430.0,98.0,83.0,853
82653,NJ,4.9,82000,1920.0,134.0,122.0,194
82654,WA,4.3,78000,1580.0,158.0,121.0,380
82655,NC,5.1,54000,1350.0,111.0,95.0,648
82656,NJ,5.4,82000,1830.0,134.0,98.0,983
82657,FL,5.2,55000,1260.0,117.0,94.0,674
82658,MD,4.1,84000,1830.0,137.0,124.0,605
82659,NY,4.9,72000,1650.0,134.0,110.0,387
82660,TN,4.0,53000,1160.0,105.0,84.0,160
82661,OH,4.8,56000,1310.0,82.0,68.0,565
82662,FL,5.1,55000,1370.0,112.0,88.0,726
82663,OH,4.4,56000,1300.0,94.0,81.0,876
82664,NC,4.2,54000,1240.0,110.0,83.0,822
82665,CA,5.7,75000,2010.0,162.0,126.0,958
82666,CA,5.6,75000,2040.0,150.0,123.0,470
82667,TX,4.5,61000,1380.0,115.0,91.0,605
82668,TX,4.3,61000,1400.0,105.0,89.0,386
82669,CA,5.7,75000,1880.0,159.0,112.0,218
82670,NJ,5.1,82000,1940.0,132.0,109.0,986
82671,GA,3.7,58000,1200.0,108.0,88.0,625
82672,CA,5.3,75000,1840.0,161.0,130.0,833
82673,NC,4.9,54000,1180.0,106.0,80.0,605
82674,NY,4.8,72000,1620.0,144.0,111.0,466
82675,WI,4.3,60000,1400.0,103.0,89.0,837
82676,FL,4.4,55000,1070.0,116.0,87.0,152
82677,NY,4.9,72000,1810.0,136.0,105.0,109
82678,CA,5.1,75000,1740.0,160.0,127.0,486
82679,AZ,4.1,58000,1190.0,119.0,99.0,935
82680,WI,4.7,60000,1300.0,104.0,85.0,954
82681,FL,4.9,55000,1250.0,109.0,87.0,525
82682,MA,3.9,81000,2100.0,150.0,123.0,705
82683,IN,4.2,55000,1280.0,94.0,78.0,797
82684,NY,5.4,72000,1760.0,137.0,110.0,558
82685,CA,5.2,75000,1870.0,159.0,132.0,621
82686,NC,4.3,54000,1400.0,107.0,84.0,387
82687,FL,5.1,55000,1110.0,116.0,94.0,199
82688,NC,4.5,54000,1270.0,107.0,91.0,491
82689,FL,5.0,55000,1200.0,107.0,86.0,294
82690,WA,5.0,78000,2280.0,158.0,125.0,574
82691,FL,4.8,55000,1480.0,109.0,85.0,470
82692,CA,5.0,75000,1720.0,159.0,131.0,927
82693,WA,5.2,78000,2130.0,154.0,127.0,340
82694,NJ,5.6,82000,1720.0,129.0,116.0,362
82695,IN,4.1,55000,1410.0,93.0,83.0,991
82696,TX,4.6,61000,1420.0,118.0,94.0,197
82697,PA,4.2,61000,1260.0,92.0,83.0,176
82698,CA,5.3,75000,1580.0,155.0,112.0,105
82699,CA,5.8,75000,1770.0,156.0,123.0,424
82700,NJ,5.4,82000,1740.0,134.0,106.0,498
82701,WI,3.6,60000,1380.0,100.0,87.0,699
82702,FL,5.5,55000,1170.0,114.0,89.0,275
82703,NY,4.8,72000,2010.0,142.0,113.0,185
82704,PA,4.6,61000,1410.0,92.0,85.0,210
82705,TX,4.3,61000,1460.0,98.0,85.0,822
82706,OH,4.7,56000,1360.0,84.0,73.0,244
82707,OH,4.6,56000,1310.0,90.0,75.0,401
82708,CA,5.1,75000,1790.0,158.0,120.0,959
82709,NJ,5.2,82000,1780.0,134.0,116.0,706
82710,CA,6.1,75000,1930.0,159.0,122.0,906
82711,PA,3.6,61000,1470.0,91.0,66.0,525
82712,GA,4.0,58000,1430.0,110.0,97.0,211
82713,CA,5.4,75000,1600.0,160.0,132.0,853
82714,FL,5.0,55000,1380.0,109.0,87.0,619
82715,PA,4.4,61000,1400.0,97.0,77.0,983
82716,AZ,4.8,58000,1540.0,117.0,96.0,837
82717,TX,4.2,61000,1250.0,109.0,90.0,524
82718,MI,5.3,57000,1250.0,100.0,89.0,502
82719,IN,4.2,55000,1130.0,100.0,86.0,613
82720,CA,5.0,75000,1700.0,156.0,123.0,952
82721,IL,5.0,65000,1510.0,101.0,90.0,441
82722,VA,3.4,74000,1570.0,130.0,110.0,520
82723,NJ,5.1,82000,2220.0,135.0,116.0,575
82724,NC,4.2,54000,1100.0,114.0,91.0,264
82725,PA,4.3,61000,1360.0,99.0,80.0,900
82726,TN,4.3,53000,1290.0,107.0,78.0,822
82727,NY,5.5,72000,1920.0,141.0,115.0,623
82728,MD,4.3,84000,1900.0,135.0,113.0,182
82729,MD,3.8,84000,1930.0,136.0,117.0,446
82730,CA,5.8,75000,1600.0,155.0,132.0,213
82731,WA,5.5,78000,1790.0,152.0,125.0,961
82732,CA,5.1,75000,1690.0,151.0,124.0,944
82733,CA,5.7,75000,1840.0,153.0,112.0,676
82734,PA,4.2,61000,1300.0,97.0,77.0,921
82735,IL,5.0,65000,1710.0,95.0,80.0,529
82736,NJ,4.9,82000,2030.0,124.0,106.0,998
82737,FL,4.6,55000,1180.0,116.0,85.0,515
82738,MA,4.0,81000,1910.0,152.0,128.0,851
82739,IL,4.8,65000,1480.0,96.0,78.0,773
82740,NY,4.9,72000,1690.0,134.0,101.0,711
82741,FL,4.9,55000,1320.0,117.0,92.0,506
82742,MI,5.3,57000,1460.0,99.0,75.0,655
82743,NJ,5.5,82000,1970.0,136.0,113.0,138
82744,FL,4.7,55000,1390.0,116.0,98.0,319
82745,NY,4.7,72000,1660.0,144.0,116.0,349
82746,NC,3.9,54000,1310.0,105.0,77.0,383
82747,FL,5.1,55000,1380.0,105.0,90.0,593
82748,NY,5.6,72000,2020.0,145.0,116.0,807
82749,NY,4.9,72000,1600.0,138.0,111.0,438
82750,CA,5.2,75000,1630.0,158.0,129.0,170
82751,NY,4.9,72000,1440.0,145.0,111.0,825
82752,FL,5.2,55000,1450.0,114.0,98.0,454
82753,NY,5.3,72000,1710.0,140.0,103.0,828
82754,FL,4.5,55000,1180.0,119.0,85.0,181
82755,TX,4.0,61000,1400.0,105.0,89.0,334
82756,MA,4.0,81000,1970.0,148.0,117.0,325
82757,NC,4.7,54000,1160.0,107.0,80.0,448
82758,NY,4.9,72000,1770.0,134.0,109.0,692
82759,CA,5.5,75000,1700.0,159.0,118.0,585
82760,CA,5.1,75000,1630.0,155.0,126.0,396
82761,NY,4.7,72000,1800.0,143.0,115.0,270
82762,MI,5.2,57000,1280.0,103.0,79.0,985
82763,NY,5.2,72000,1620.0,146.0,118.0,102
82764,OH,4.2,56000,1510.0,83.0,63.0,663
82765,IL,4.8,65000,1420.0,97.0,86.0,377
82766,TX,3.7,61000,1310.0,111.0,96.0,626
82767,IL,5.6,65000,1610.0,96.0,82.0,967
82768,NY,4.7,72000,1670.0,139.0,116.0,931
82769,CA,5.8,75000,1510.0,154.0,126.0,677
82770,CA,5.4,75000,2030.0,156.0,122.0,160
82771,NC,4.1,54000,1320.0,112.0,84.0,120
82772,IL,4.9,65000,1370.0,111.0,99.0,860
82773,GA,4.0,58000,1650.0,95.0,84.0,643
82774,TX,4.7,61000,1420.0,110.0,97.0,557
82775,MO,4.2,55000,1240.0,107.0,81.0,857
82776,TX,4.4,61000,1510.0,110.0,93.0,724
82777,OH,4.3,56000,1250.0,93.0,74.0,103
82778,AZ,4.4,58000,1430.0,117.0,95.0,170
82779,CA,5.5,75000,2050.0,167.0,131.0,760
82780,TX,4.5,61000,1340.0,106.0,88.0,768
82781,FL,4.8,55000,1280.0,115.0,85.0,984
82782,FL,4.7,55000,1270.0,106.0,89.0,658
82783,NC,4.5,54000,1370.0,108.0,89.0,414
82784,WI,4.3,60000,1490.0,104.0,91.0,102
82785,AZ,4.5,58000,1230.0,112.0,94.0,413
82786,OH,5.4,56000,1420.0,87.0,74.0,942
82787,CA,5.6,75000,2170.0,157.0,124.0,883
82788,OH,4.4,56000,1240.0,86.0,74.0,625
82789,IL,5.0,65000,1420.0,95.0,73.0,882
82790,MO,4.1,55000,1310.0,83.0,71.0,391
82791,OH,5.0,56000,1270.0,83.0,61.0,982
82792,OH,5.0,56000,1300.0,82.0,69.0,275
82793,GA,4.5,58000,1420.0,111.0,90.0,893
82794,FL,4.8,55000,1180.0,109.0,88.0,261
82795,NY,5.1,72000,1950.0,147.0,115.0,443
82796,MD,4.8,84000,2010.0,125.0,103.0,623
82797,PA,4.2,61000,1370.0,99.0,83.0,431
82798,NJ,5.1,82000,1800.0,139.0,117.0,782
82799,AZ,4.5,58000,1460.0,107.0,87.0,219
82800,IL,5.2,65000,1490.0,99.0,91.0,986
82801,FL,4.7,55000,1370.0,114.0,90.0,338
82802,NC,4.3,54000,1290.0,112.0,83.0,318
82803,WI,4.5,60000,1500.0,104.0,95.0,442
82804,GA,4.0,58000,1380.0,107.0,90.0,707
82805,TN,3.6,53000,1160.0,98.0,76.0,102
82806,MI,5.5,57000,1420.0,97.0,76.0,841
82807,IL,4.9,65000,1680.0,99.0,88.0,278
82808,CA,5.6,75000,1670.0,153.0,116.0,764
82809,FL,4.5,55000,1590.0,110.0,87.0,753
82810,CA,5.2,75000,1840.0,160.0,122.0,374
82811,MO,3.9,55000,1270.0,92.0,72.0,243
82812,MD,3.9,84000,2060.0,125.0,103.0,810
82813,TX,4.1,61000,1480.0,116.0,90.0,821
82814,CA,5.5,75000,1800.0,171.0,128.0,548
